"""protein""","""ptms""","""reactionCount"""
"""P0C0S8""","[""12:00078""]",1
"""P0C0S8""","[""4:00078""]",1
"""P0C0S8""","[""6:00064""]",1
"""P0C0S8""","[""30:00078""]",1
"""P0C0S8""","[""null:00064""]",5
"""P0C0S8""","[""12:00077""]",1
"""P0C0S8""","[""30:00077""]",1
"""P0C0S8""","[""4:00077""]",1
"""P0C0S8""",[],14
"""P0C1Z6""",[],2
"""P0C5Y9""",[],69
"""P0C604""",[],1
"""P0C617""",[],1
"""P0C623""",[],1
"""P0C626""",[],1
"""P0C628""",[],1
"""P0C629""",[],1
"""P0C645""",[],1
"""P0C646""",[],1
"""P0C7I0""",[],2
"""P0C7M3""",[],4
"""P0C7M7""",[],1
"""P0C7N1""",[],1
"""P0C7N5""",[],1
"""P0C7N8""",[],1
"""P0C7T2""",[],1
"""P0C7T3""",[],1
"""P0C7X2""",[],1
"""P0C869""",[],11
"""P0CB33""",[],1
"""P0CF74""",[],43
"""P0CG04""",[],43
"""P0CG05""",[],43
"""P0CG06""",[],43
"""P0CG29""",[],1
"""P0CG30""",[],1
"""P0CG37""","[""158:00168""]",5
"""P0CG47""",[],286
"""P0CG47""","[""63:01148""]",3
"""P0CG47""","[""152:00134""]",1
"""P0CG47""","[""76:00134""]",1
"""P0CG47""","[""87:01148""]",1
"""P0CG47""","[""228:01614""]",12
"""P0CG47""","[""139:01148""]",3
"""P0CG47""","[""163:01148""]",1
"""P0CG47""","[""76:01614""]",12
"""P0CG47""","[""215:01148""]",3
"""P0CG47""","[""228:00134""]",1
"""P0CG47""","[""152:01614""]",12
"""P0CG47""","[""11:01148""]",1
"""P0CG48""","[""608:01614""]",12
"""P0CG48""","[""519:01148""]",3
"""P0CG48""","[""null:00134""]",1
"""P0CG48""","[""532:00134""]",1
"""P0CG48""","[""87:01148""]",1
"""P0CG48""","[""228:01614""]",12
"""P0CG48""","[""139:01148""]",3
"""P0CG48""","[""456:01614""]",12
"""P0CG48""","[""380:00134""]",1
"""P0CG48""","[""543:01148""]",1
"""P0CG48""","[""163:01148""]",1
"""P0CG48""","[""304:01614""]",12
"""P0CG48""","[""684:01614""]",12
"""P0CG48""","[""367:01148""]",3
"""P0CG48""","[""152:01614""]",12
"""P0CG48""","[""391:01148""]",1
"""P0CG48""","[""76:01614""]",12
"""P0CG48""","[""595:01148""]",3
"""P0CG48""","[""443:01148""]",3
"""P0CG48""","[""228:00134""]",1
"""P0CG48""","[""532:01614""]",12
"""P0CG48""","[""215:01148""]",3
"""P0CG48""","[""380:01614""]",12
"""P0CG48""","[""608:00134""]",1
"""P0CG48""","[""456:00134""]",1
"""P0CG48""","[""671:01148""]",3
"""P0CG48""","[""11:01148""]",1
"""P0CG48""","[""619:01148""]",1
"""P0CG48""","[""291:01148""]",3
"""P0CG48""","[""63:01148""]",3
"""P0CG48""","[""76:00134""]",1
"""P0CG48""",[],286
"""P0CG48""","[""239:01148""]",1
"""P0CG48""","[""304:00134""]",1
"""P0CG48""","[""152:00134""]",1
"""P0CG48""","[""467:01148""]",1
"""P0CG48""","[""315:01148""]",1
"""P0CH99""",[],1
"""P0DI81""",[],5
"""P0DJD7""",[],2
"""P0DJD8""",[],2
"""P0DJD9""",[],2
"""P0DJI8""",[],12
"""P0DML2""",[],7
"""P0DMM9""",[],3
"""P0DMN0""",[],1
"""P0DMS8""",[],4
"""P0DMV8""",[],21
"""P0DMV9""",[],19
"""P0DN86""",[],1
"""P0DP23""","[""115:00083""]",1
"""P0DP23""",[],51
"""P0DP73""",[],1
"""P0DP74""",[],1
"""P10070""","[""808:00046"",""811:00046"",""820:00046"",""824:00046"",""827:00046"",""832:00046"",""836:00046"",""839:00046"",""863:00046"",""867:00046"",""870:00046""]",2
"""P10070""","[""null:00696""]",7
"""P10070""",[],4
"""P10070""","[""null:00696"",""null:01148""]",1
"""P10070""","[""808:00046"",""811:00046"",""820:00046"",""824:00046"",""827:00046"",""832:00046"",""836:00046"",""839:00046"",""863:00046"",""867:00046"",""870:00046"",""null:01148""]",1
"""P10070""","[""808:00046"",""811:00046"",""824:00046"",""827:00046"",""836:00046"",""839:00046"",""867:00046"",""870:00046""]",2
"""P10070""","[""808:00046"",""824:00046"",""836:00046"",""867:00046""]",2
"""P10071""",[],8
"""P10071""","[""null:00696"",""null:01148""]",1
"""P10071""","[""849:00046"",""865:00046"",""877:00046"",""907:00046"",""980:00046"",""1006:00046"",""null:00046"",""773:01148"",""779:01148"",""784:01148"",""800:01148""]",1
"""P10071""","[""849:00046"",""865:00046"",""877:00046"",""907:00046"",""980:00046"",""1006:00046"",""null:00046""]",3
"""P10071""","[""null:00696""]",6
"""P10071""","[""849:00046"",""865:00046"",""877:00046"",""907:00046"",""980:00046"",""1006:00046""]",2
"""P10072""",[],1
"""P10082""",[],4
"""P10092""",[],4
"""P10109""",[],4
"""P10124""",[],1
"""P10144""",[],1
"""P10145""",[],6
"""P10153""",[],1
"""P10176""",[],1
"""P10242""",[],2
"""P10244""",[],3
"""P10253""",[],4
"""P10275""",[],15
"""P10275""","[""null:01148""]",1
"""P10276""",[],1
"""P10276""","[""219:00046"",""369:00046"",""166:01149"",""171:01149"",""399:01149""]",2
"""P10301""",[],3
"""P10314""",[],16
"""P10316""",[],16
"""P10319""",[],16
"""P10321""",[],17
"""P10323""",[],2
"""P10398""","[""299:00046"",""576:00046"",""452:00047"",""455:00047"",""302:00048""]",20
"""P10398""","[""214:00046"",""576:00046""]",3
"""P10398""","[""576:00046""]",4
"""P10412""",[],3
"""P10415""",[],4
"""P10451""","[""null:00696""]",1
"""P10451""",[],9
"""P10515""",[],1
"""P10515""","[""132:00127"",""259:00127""]",4
"""P10523""",[],6
"""P10586""",[],3
"""P10588""",[],1
"""P10589""",[],1
"""P10599""","[""32:00798"",""35:00798""]",9
"""P10599""",[],9
"""P10600""",[],4
"""P10606""",[],1
"""P10619""",[],6
"""P10620""",[],3
"""P10632""",[],18
"""P10635""",[],14
"""P10636""",[],1
"""P10643""",[],8
"""P10644""",[],5
"""P10645""",[],1
"""P10646""",[],1
"""P10696""","[""503:00093""]",1
"""P10720""",[],1
"""P10721""","[""741:00046"",""746:00046""]",2
"""P10721""","[""568:00048"",""570:00048"",""703:00048"",""721:00048"",""730:00048"",""823:00048"",""936:00048""]",30
"""P10721""",[],5
"""P10721""","[""568:00048"",""570:00048"",""703:00048"",""721:00048"",""730:00048"",""823:00048"",""900:00048"",""936:00048""]",1
"""P10746""",[],1
"""P10747""",[],6
"""P10747""","[""191:00048""]",11
"""P10767""",[],113
"""P10768""",[],1
"""P10809""",[],4
"""P10826""",[],3
"""P10827""",[],1
"""P10828""",[],1
"""P10909""",[],7
"""P10911""",[],4
"""P10912""","[""332:00048"",""487:00048"",""627:00048""]",1
"""P10912""",[],11
"""P10912""","[""332:00048"",""487:00048"",""534:00048"",""566:00048"",""627:00048""]",11
"""P10914""",[],1
"""P10915""",[],1
"""P10916""",[],4
"""P10966""",[],3
"""P10997""",[],4
"""P11021""",[],12
"""P11047""",[],18
"""P11047""","[""null:00696""]",1
"""P11055""",[],4
"""P11086""",[],1
"""P11142""","[""561:00083""]",1
"""P11142""",[],35
"""P11150""",[],4
"""P11166""",[],6
"""P11168""",[],4
"""P11169""",[],6
"""P11171""",[],2
"""P11172""",[],2
"""P11177""",[],4
"""P11182""",[],1
"""P11182""","[""44:00127""]",4
"""P11215""",[],4
"""P11216""","[""14:00046"",""681:00128""]",3
"""P11216""","[""681:00128""]",6
"""P11217""","[""681:00128""]",5
"""P11217""","[""15:00046"",""681:00128""]",3
"""P11226""",[],4
"""P11229""",[],4
"""P11233""",[],5
"""P11234""",[],2
"""P11245""","[""68:00065""]",2
"""P11245""",[],2
"""P11274""","[""766:00048"",""null:00048""]",8
"""P11274""",[],4
"""P11274""","[""177:00048"",""766:00048"",""null:00048""]",9
"""P11277""",[],16
"""P11279""",[],2
"""P11310""",[],3
"""P11362""","[""463:00048"",""583:00048"",""585:00048"",""653:00048"",""654:00048"",""730:00048""]",11
"""P11362""","[""463:00048"",""583:00048"",""585:00048"",""653:00048"",""654:00048"",""730:00048"",""766:00048"",""776:00048""]",11
"""P11362""",[],4
"""P11362-1""",[],12
"""P11362-1""","[""463:00048"",""583:00048"",""585:00048"",""653:00048"",""654:00048"",""730:00048"",""766:00048"",""776:00048""]",44
"""P11362-19""",[],5
"""P11362-19""","[""463:00048"",""583:00048"",""585:00048"",""653:00048"",""654:00048"",""730:00048"",""766:00048"",""776:00048""]",42
"""P11387""",[],1
"""P11387""","[""117:01149""]",1
"""P11388""","[""null:01149""]",3
"""P11388""",[],3
"""P11413""",[],1
"""P11464""",[],1
"""P11465""",[],1
"""P11473""","[""null:01149""]",1
"""P11473""",[],3
"""P11474""",[],3
"""P11487""",[],73
"""P11488""",[],15
"""P11488""","[""2:00504""]",6
"""P11488""","[""2:00068""]",7
"""P11488""","[""2:00503""]",6
"""P11488""","[""2:00908""]",6
"""P11498""","[""1144:00126""]",1
"""P11498""",[],2
"""P11509""",[],9
"""P11511""",[],2
"""P11532""",[],5
"""P11586""",[],5
"""P11597""",[],3
"""P11678""",[],1
"""P11686""",[],3
"""P11712""",[],18
"""P11717""",[],22
"""P11766""",[],1
"""P11802""","[""172:00047""]",5
"""P11802""",[],15
"""P11831""",[],3
"""P11908""",[],1
"""P11912""",[],1
"""P11912""","[""188:00048"",""199:00048""]",7
"""P11926""","[""69:00128""]",4
"""P11940""",[],10
"""P12004""","[""164:01148""]",34
"""P12004""","[""164:01149"",""254:01149"",""null:01149""]",1
"""P12004""","[""164:00134"",""168:00134""]",5
"""P12004""",[],74
"""P12018""",[],1
"""P12034-1""",[],124
"""P12035""",[],3
"""P12074""",[],1
"""P12081""",[],1
"""P12104""",[],1
"""P12107""","[""null:00039"",""null:01914""]",7
"""P12107""","[""null:00162""]",5
"""P12107""","[""null:01914""]",7
"""P12107""","[""null:00039"",""null:00162""]",5
"""P12107""","[""null:00039""]",8
"""P12107""",[],7
"""P12107""","[""null:00038"",""null:00039""]",6
"""P12107""","[""null:00037"",""null:00038"",""null:00039""]",9
"""P12107""","[""null:00037"",""null:00039""]",9
"""P12107""","[""null:00037""]",9
"""P12107""","[""null:00038"",""null:00039"",""null:00162""]",5
"""P12107""","[""null:00038"",""null:00039"",""null:01914""]",7
"""P12109""","[""null:00037"",""null:00038"",""null:00039""]",12
"""P12109""","[""null:00037""]",12
"""P12109""","[""null:00038"",""null:00039"",""null:01914""]",10
"""P12109""","[""null:00037"",""null:00039""]",12
"""P12109""","[""null:00038"",""null:00039"",""null:00162""]",8
"""P12109""","[""null:01914""]",10
"""P12109""","[""null:00039"",""null:00162""]",8
"""P12109""","[""null:00039"",""null:01914""]",10
"""P12109""","[""null:00162""]",8
"""P12109""","[""null:00039""]",11
"""P12109""",[],10
"""P12109""","[""null:00038"",""null:00039""]",9
"""P12110""","[""null:00037"",""null:00038"",""null:00039""]",12
"""P12110""","[""null:00038"",""null:00039"",""null:00162""]",8
"""P12110""","[""null:00037""]",12
"""P12110""","[""null:00038"",""null:00039"",""null:01914""]",10
"""P12110""","[""null:00039"",""null:01914""]",10
"""P12110""","[""null:00037"",""null:00039""]",12
"""P12110""","[""null:01914""]",10
"""P12110""","[""null:00039"",""null:00162""]",8
"""P12110""","[""null:00162""]",8
"""P12110""","[""null:00039""]",11
"""P12110""",[],10
"""P12110""","[""null:00038"",""null:00039""]",9
"""P12111""","[""null:00039""]",11
"""P12111""","[""null:01914""]",10
"""P12111""","[""null:00039"",""null:00162""]",8
"""P12111""",[],10
"""P12111""","[""null:00038"",""null:00039""]",9
"""P12111""","[""null:00037"",""null:00038"",""null:00039""]",12
"""P12111""","[""null:00038"",""null:00039"",""null:01914""]",10
"""P12111""","[""null:00037"",""null:00039""]",12
"""P12111""","[""null:00038"",""null:00039"",""null:00162""]",8
"""P12111""","[""null:00037""]",12
"""P12111""","[""null:00039"",""null:01914""]",10
"""P12111""","[""null:00162""]",8
"""P12235""",[],7
"""P12236""",[],5
"""P12259""","[""null:00696""]",1
"""P12259""",[],19
"""P12268""",[],3
"""P12270""",[],35
"""P12271""",[],6
"""P12272""",[],4
"""P12273""",[],1
"""P12277""",[],1
"""P12314""",[],20
"""P12318""",[],2
"""P12318""","[""288:00048"",""304:00048""]",12
"""P12532""",[],1
"""P12643""",[],11
"""P12644""","[""null:00696""]",1
"""P12644""",[],2
"""P12694""",[],4
"""P12724""",[],3
"""P12755""",[],6
"""P12757""",[],5
"""P12814""",[],4
"""P12821""",[],3
"""P12829""",[],4
"""P12830""","[""753:00048"",""754:00048""]",2
"""P12830""",[],13
"""P12830""","[""753:00048"",""754:00048"",""null:01148""]",1
"""P12838""",[],6
"""P12872""",[],4
"""P12931""","[""419:00048"",""2:00068""]",24
"""P12931""","[""530:00048"",""2:00068""]",31
"""P12931""","[""2:00068""]",5
"""P12931""","[""419:00048""]",2
"""P12931-1""","[""419:00048""]",14
"""P12931-1""",[],87
"""P12931-2""",[],3
"""P12956""",[],17
"""P13010""",[],16
"""P13051-1""",[],5
"""P13056""",[],1
"""P13073""",[],1
"""P13164""",[],1
"""P13196""","[""null:00128""]",1
"""P13224""",[],10
"""P13232""",[],6
"""P13236""",[],3
"""P13284""",[],1
"""P13349""",[],2
"""P13385""","[""150:00168""]",5
"""P13473""",[],3
"""P13497""",[],6
"""P13497-3""",[],1
"""P13498""",[],13
"""P13501""",[],4
"""P13521""",[],1
"""P13521""","[""null:00696""]",1
"""P13533""",[],4
"""P13535""",[],4
"""P13569""","[""null:01148""]",17
"""P13569""",[],14
"""P13584""",[],7
"""P13591""",[],23
"""P13591""","[""222:00506"",""315:00506"",""347:00506"",""433:00506"",""459:00506"",""488:00506""]",1
"""P13598""",[],2
"""P13611""","[""null:00814""]",14
"""P13611""","[""null:00696""]",1
"""P13611""",[],2
"""P13612""",[],7
"""P13631""",[],3
"""P13637""",[],1
"""P13639""","[""715:01145""]",1
"""P13639""","[""715:00909""]",4
"""P13639""","[""715:00049"",""525:00083""]",1
"""P13639""",[],3
"""P13639""","[""715:00049""]",5
"""P13640""",[],2
"""P13645""",[],3
"""P13646""",[],3
"""P13647""",[],3
"""P13671""",[],9
"""P13674""",[],1
"""P13686""",[],1
"""P13688""",[],5
"""P13716""",[],4
"""P13725""",[],2
"""P13726""",[],1
"""P13726""","[""277:00115""]",7
"""P13727""",[],1
"""P13746""",[],16
"""P13747""",[],28
"""P13760""",[],31
"""P13761""",[],31
"""P13762""",[],31
"""P13765""",[],2
"""P13798""",[],2
"""P13804""",[],2
"""P13805""",[],4
"""P13807""",[],7
"""P13807""","[""null:00046""]",3
"""P13861""",[],6
"""P13866""",[],2
"""P13929""",[],2
"""P13942""","[""null:00038"",""null:00039""]",6
"""P13942""","[""null:00037"",""null:00038"",""null:00039""]",9
"""P13942""","[""null:00038"",""null:00039"",""null:01914""]",7
"""P13942""","[""null:00037"",""null:00039""]",9
"""P13942""","[""null:00038"",""null:00039"",""null:00162""]",5
"""P13942""","[""null:00037""]",9
"""P13942""","[""null:00039"",""null:00162""]",5
"""P13942""","[""null:01914""]",7
"""P13942""","[""null:00039"",""null:01914""]",7
"""P13942""","[""null:00162""]",5
"""P13942""","[""null:00039""]",8
"""P13942""",[],7
"""P13945""",[],4
"""P13984""",[],109
"""P13987""","[""102:00818""]",16
"""P13987""",[],3
"""P13995""",[],2
"""P14060""",[],5
"""P14061""",[],2
"""P14091""",[],3
"""P14138""",[],5
"""P14151""",[],3
"""P14174""",[],3
"""P14207""",[],1
"""P14207""","[""230:00092""]",1
"""P14209""",[],2
"""P14210""",[],45
"""P14314""","[""null:00696""]",1
"""P14314""",[],4
"""P14316""",[],1
"""P14324""",[],2
"""P14373""",[],2
"""P14384""","[""423:00105""]",1
"""P14410""",[],5
"""P14415""",[],2
"""P14416""",[],4
"""P14543""",[],7
"""P14550""",[],2
"""P14555""",[],13
"""P14598""",[],5
"""P14598""","[""303:00046"",""304:00046"",""320:00046"",""328:00046"",""345:00046"",""348:00046""]",3
"""P14618""",[],2
"""P14618-1""",[],1
"""P14618-2""",[],1
"""P14625""","[""null:00696""]",1
"""P14625""",[],4
"""P14635""",[],34
"""P14635""","[""126:00046"",""128:00046"",""133:00046"",""144:00046""]",3
"""P14649""",[],1
"""P14649""","[""20:00046""]",5
"""P14672""",[],1
"""P14678""","[""108:00076"",""112:00076""]",17
"""P14678""",[],5
"""P14679""",[],2
"""P14735""",[],3
"""P14735""","[""null:01148""]",1
"""P14770""",[],10
"""P14778""",[],12
"""P14780""",[],26
"""P14784""","[""null:00048""]",1
"""P14784""",[],7
"""P14784""","[""364:00048"",""418:00048"",""536:00048""]",12
"""P14854""",[],1
"""P14859""",[],14
"""P14866""",[],8
"""P14867""",[],2
"""P14868""",[],10
"""P14902""",[],1
"""P14920""",[],3
"""P14921""",[],1
"""P14921""","[""38:00047""]",2
"""P14923""",[],7
"""P14927""",[],1
"""P15018""",[],2
"""P15036""",[],1
"""P15036""","[""72:00047""]",3
"""P15056""","[""151:00046"",""445:00046"",""602:00046"",""729:00046"",""750:00046"",""753:00046"",""401:00047"",""599:00047""]",1
"""P15056""","[""null:00046"",""null:00047""]",1
"""P15056""",[],18
"""P15056""","[""445:00046"",""729:00046""]",26
"""P15056""","[""445:00046"",""602:00046"",""729:00046"",""599:00047""]",30
"""P15056""","[""365:00046"",""445:00046"",""729:00046""]",3
"""P15056""","[""338:00046""]",1
"""P15086""",[],1
"""P15088""",[],1
"""P15090""",[],6
"""P15104""",[],1
"""P15121""",[],2
"""P15144""",[],2
"""P15151""",[],3
"""P15153""",[],11
"""P15169""",[],1
"""P15170""",[],7
"""P15172""",[],2
"""P15173""",[],2
"""P15248""",[],1
"""P15259""",[],2
"""P15260""",[],6
"""P15260""","[""440:00048""]",5
"""P15289""",[],3
"""P15289""","[""69:00835""]",2
"""P15291""",[],10
"""P15309""",[],1
"""P15311""","[""146:00048"",""354:00048""]",7
"""P15311""","[""567:00047""]",2
"""P15313""",[],4
"""P15328""","[""161:00818"",""201:00818""]",16
"""P15336""","[""69:00047"",""71:00047""]",6
"""P15336""",[],1
"""P15374""",[],5
"""P15382""",[],2
"""P15391""",[],2
"""P15391""","[""348:00048"",""378:00048"",""409:00048"",""439:00048"",""500:00048"",""531:00048""]",3
"""P15428""",[],4
"""P15498""",[],29
"""P15498""","[""142:00048"",""160:00048"",""174:00048""]",5
"""P15498""","[""174:00048""]",15
"""P15509""",[],22
"""P15514""",[],11
"""P15515""",[],2
"""P15516""",[],2
"""P15529""",[],4
"""P15531""",[],2
"""P15538""",[],1
"""P15559""",[],1
"""P15586""","[""91:00835""]",1
"""P15586""",[],6
"""P15622""",[],1
"""P15692""",[],4
"""P15692-4""",[],42
"""P15735""",[],1
"""P15813""",[],2
"""P15814""",[],1
"""P15848""","[""91:00835""]",3
"""P15848""",[],3
"""P15880""",[],29
"""P15880""","[""null:00077""]",1
"""P15882""",[],1
"""P15884""",[],2
"""P15907""",[],4
"""P15923""","[""139:00046""]",3
"""P15923""",[],3
"""P15924""",[],5
"""P15927""",[],74
"""P15927""","[""33:00046""]",10
"""P15941""","[""null:00163""]",14
"""P15941""",[],1
"""P15954""",[],1
"""P15976""",[],10
"""P16035""",[],7
"""P16050""",[],11
"""P16066""",[],1
"""P16070""",[],6
"""P16083""",[],1
"""P16104""","[""140:00046"",""143:00048""]",4
"""P16104""","[""143:00048""]",3
"""P16104""","[""140:00046"",""14:01148"",""16:01148""]",17
"""P16104""",[],73
"""P16104""","[""140:00046""]",15
"""P16109""",[],3
"""P16112""","[""null:00814"",""null:00831""]",6
"""P16112""","[""null:00831""]",7
"""P16118""",[],3
"""P16118""","[""33:00046""]",3
"""P16144""",[],9
"""P16150""",[],2
"""P16152""",[],1
"""P16157""",[],14
"""P16188""",[],16
"""P16189""",[],16
"""P16190""",[],16
"""P16219""",[],2
"""P16220""","[""133:00046""]",13
"""P16220""",[],11
"""P16233""",[],4
"""P16234""","[""572:00048"",""574:00048"",""720:00048"",""731:00048"",""742:00048"",""754:00048"",""762:00048"",""768:00048"",""849:00048"",""988:00048"",""1018:00048""]",21
"""P16234""",[],2
"""P16260""",[],1
"""P16278""",[],8
"""P16284""","[""663:00048"",""686:00048""]",6
"""P16284""",[],6
"""P16298""",[],7
"""P16333""",[],30
"""P16389""",[],1
"""P16401""",[],3
"""P16402""",[],3
"""P16403""",[],3
"""P16410""",[],3
"""P16410""","[""165:00048"",""182:00048""]",2
"""P16422""",[],1
"""P16435""",[],1
"""P16444""",[],2
"""P16455""","[""145:00239""]",1
"""P16455""",[],2
"""P16471""",[],4
"""P16471""","[""611:00048""]",6
"""P16473""",[],4
"""P16499""",[],5
"""P16519""",[],1
"""P16520""",[],74
"""P16581""",[],2
"""P16591""",[],1
"""P16615""",[],2
"""P16662""",[],1
"""P16671""","[""3:00115"",""7:00115"",""464:00115"",""466:00115""]",25
"""P16671""",[],2
"""P16870""",[],2
"""P16871""","[""449:00048""]",3
"""P16871""",[],18
"""P16885""","[""753:00048"",""759:00048"",""1197:00048"",""1217:00048""]",4
"""P16885""","[""753:00048"",""759:00048""]",5
"""P16885""","[""null:00696""]",1
"""P16885""",[],24
"""P16885""","[""753:00048"",""759:00048"",""1217:00048""]",3
"""P16930""",[],1
"""P17014""",[],1
"""P17017""",[],1
"""P17019""",[],1
"""P17021""",[],1
"""P17022""",[],1
"""P17023""",[],1
"""P17024""",[],1
"""P17027""",[],1
"""P17029""",[],1
"""P17030""",[],1
"""P17031""",[],1
"""P17032""",[],1
"""P17035""",[],1
"""P17036""",[],1
"""P17038""",[],1
"""P17039""",[],1
"""P17066""",[],7
"""P17081""",[],7
"""P17096""",[],14
"""P17174""",[],3
"""P17181""",[],6
"""P17181""","[""466:00048"",""481:00048""]",9
"""P17213""",[],4
"""P17252""","[""657:00046"",""497:00047"",""638:00047""]",9
"""P17252""",[],20
"""P17252""","[""497:00047""]",2
"""P17301""",[],22
"""P17302""",[],14
"""P17302""","[""265:00048""]",2
"""P17405""",[],1
"""P17480""",[],8
"""P17480""","[""null:00696""]",4
"""P17516""",[],7
"""P17535""",[],1
"""P17538""",[],2
"""P17540""",[],1
"""P17542""",[],2
"""P17568""",[],7
"""P17600""",[],4
"""P17612""",[],53
"""P17643""",[],1
"""P17655""",[],4
"""P17658""",[],1
"""P17661""",[],4
"""P17676""",[],1
"""P17676""","[""321:00046"",""235:00047""]",5
"""P17676""","[""235:00047""]",2
"""P17677""","[""3:00115"",""4:00115""]",1
"""P17677""",[],1
"""P17693""",[],17
"""P17706""",[],1
"""P17706-2""",[],1
"""P17707""",[],1
"""P17735""","[""280:00128""]",2
"""P17752""",[],1
"""P17787""",[],6
"""P17812""",[],1
"""P17844""",[],12
"""P17858""",[],3
"""P17900""",[],3
"""P17927""",[],7
"""P17931""",[],3
"""P17936""","[""null:00696""]",1
"""P17936""",[],8
"""P17948""",[],2
"""P17980""",[],6
"""P17987""",[],16
"""P18031""",[],9
"""P18054""",[],9
"""P18065""",[],1
"""P18074""",[],79
"""P18075""",[],1
"""P18077""",[],20
"""P18084""",[],15
"""P18085""","[""2:00068""]",15
"""P18089""",[],7
"""P18124""",[],20
"""P18146""",[],1
"""P18206""",[],32
"""P18283""",[],5
"""P18405""",[],1
"""P18428""",[],4
"""P18433""",[],8
"""P18440""","[""68:00065""]",2
"""P18440""",[],2
"""P18462""",[],16
"""P18463""",[],16
"""P18464""",[],16
"""P18465""",[],16
"""P18505""",[],2
"""P18507""",[],2
"""P18509""",[],5
"""P18510""",[],1
"""P18545""",[],5
"""P18564""",[],5
"""P18615""","[""null:00696""]",4
"""P18615""",[],37
"""P18621""",[],20
"""P18627""",[],1
"""P18669""",[],4
"""P18754""",[],1
"""P18825""",[],9
"""P18827""","[""null:00814""]",31
"""P18827""",[],4
"""P18846""",[],1
"""P18846""","[""63:00046""]",1
"""P18850""",[],2
"""P18850""","[""472:00693"",""584:00693"",""643:00693""]",2
"""P18858""",[],12
"""P18859""",[],4
"""P18887""",[],13
"""P19012""",[],3
"""P19013""",[],3
"""P19022""","[""null:00696""]",1
"""P19022""",[],9
"""P19086""",[],19
"""P19086""","[""27:00046""]",2
"""P19087""",[],18
"""P19099""",[],4
"""P19105""",[],2
"""P19105""","[""19:00046""]",6
"""P19113""",[],1
"""P19174""","[""771:00048"",""783:00048"",""1253:00048""]",6
"""P19174""","[""472:00048"",""771:00048"",""783:00048"",""1253:00048""]",38
"""P19174""","[""771:00048"",""783:00048""]",1
"""P19174""","[""null:00048""]",1
"""P19174""",[],59
"""P19224""",[],1
"""P19237""",[],4
"""P19256""",[],3
"""P19320""",[],2
"""P19367""",[],1
"""P19387""",[],122
"""P19388""",[],152
"""P19397""",[],2
"""P19404""",[],4
"""P19419""",[],1
"""P19419""","[""324:00046"",""383:00046"",""389:00046"",""422:00046"",""336:00047""]",1
"""P19429""",[],5
"""P19429""","[""23:00046"",""24:00046""]",1
"""P19438""",[],18
"""P19440""",[],3
"""P19447""",[],79
"""P19474""",[],5
"""P19525""",[],2
"""P19623""",[],1
"""P19634""",[],2
"""P19652""",[],3
"""P19784""",[],10
"""P19793""",[],16
"""P19793""","[""21:00046""]",2
"""P19801""",[],2
"""P19823""","[""null:00696""]",1
"""P19823""",[],1
"""P19835""",[],3
"""P19838""",[],23
"""P19838""","[""927:00046"",""932:00046"",""null:01148""]",2
"""P19838""","[""927:00046"",""932:00046""]",3
"""P19875""",[],4
"""P19876""",[],4
"""P19878""",[],5
"""P19878""","[""233:00047""]",3
"""P19883""",[],1
"""P19957""",[],5
"""P19961""",[],2
"""P19971""",[],2
"""P20020""",[],1
"""P20023""",[],2
"""P20036""",[],31
"""P20039""",[],31
"""P20042""",[],12
"""P20061""",[],4
"""P20062""",[],3
"""P20132""",[],1
"""P20138""",[],3
"""P20151""",[],2
"""P20160""",[],1
"""P20226""",[],60
"""P20248""",[],38
"""P20248""","[""null:01148""]",1
"""P20273""",[],3
"""P20273""","[""762:00048"",""807:00048"",""822:00048""]",3
"""P20292""",[],6
"""P20309""",[],6
"""P20333""",[],5
"""P20336""",[],17
"""P20336""","[""218:00113"",""220:00113""]",2
"""P20337""",[],2
"""P20337""","[""217:00113"",""219:00113""]",1
"""P20338""",[],5
"""P20338""","[""216:00113"",""218:00113""]",1
"""P20339""",[],5
"""P20339""","[""212:00113"",""213:00113""]",3
"""P20340""",[],9
"""P20340""","[""206:00113"",""208:00113""]",2
"""P20366""",[],5
"""P20382""",[],7
"""P20393""",[],7
"""P20396""",[],4
"""P20585""",[],6
"""P20591""",[],1
"""P20592""",[],1
"""P20594""",[],1
"""P20618""",[],6
"""P20645""",[],21
"""P20648""",[],1
"""P20671""","[""30:00077""]",1
"""P20671""",[],83
"""P20671""","[""12:00078""]",1
"""P20671""","[""4:00078""]",1
"""P20671""","[""120:01148""]",5
"""P20671""","[""6:00064""]",1
"""P20671""","[""30:00078""]",1
"""P20671""","[""null:00064""]",5
"""P20671""","[""12:00077""]",1
"""P20671""","[""4:00077""]",1
"""P20674""",[],1
"""P20700""","[""23:00046"",""395:00046"",""405:00046""]",1
"""P20700""","[""23:00046"",""393:00046""]",1
"""P20700""",[],4
"""P20700""","[""395:00046"",""405:00046""]",1
"""P20701""",[],3
"""P20702""",[],6
"""P20711""","[""303:00128""]",2
"""P20718""",[],2
"""P20774""","[""null:00831""]",7
"""P20783""",[],3
"""P20800""",[],4
"""P20807""",[],1
"""P20809""",[],2
"""P20810""",[],3
"""P20813""",[],13
"""P20815""",[],5
"""P20827""",[],2
"""P20839""",[],4
"""P20849""","[""null:00038"",""null:00039"",""null:00162""]",9
"""P20849""","[""null:00039"",""null:00162""]",9
"""P20849""","[""null:01914""]",11
