Pathway StId	Pathway Name	# Entities Found	# Entities Total	Entities Ratio	Entities P-Value	Significant	Entities FDR	# Reactions Found	# Reactions Total	Reactions Ratio	Entities Found	Reactions Found
R-HSA-9006931	"Signaling by Nuclear Receptors"	1	145	0.006896551724137931	0.947375480769769	No	0.22477539273040698	2	158	0.012658227848101266	P07900	R-HSA-8939203,R-HSA-8939204
R-HSA-8948751	"Regulation of PTEN stability and activity"	1	24	0.041666666666666664	0.3839912291978749	No	0.12915280620876604	1	31	0.03225806451612903	P46934	R-HSA-6807134
R-HSA-199991	"Membrane Trafficking"	31	576	0.05381944444444445	6.718018600304632E-7	Yes	7.149891224609929E-6	74	630	0.11746031746031746	O00139,O60749,O75351,O75396,P04114,P12931,P16157,P42566,P47712,P48553,P49407,P52594,P61006,Q01082,Q14247,Q14C86,Q3MII6,Q5T0N5,Q5VZ89,Q68D51,Q86X10,Q86YS7,Q8NFH8,Q8TC07,Q8WXE9,Q96Q42,Q99961,Q9NQT8,Q9UBC2,Q9UJW0,Q9UQ16	R-HSA-1445143,R-HSA-1458463,R-HSA-1458485,R-HSA-191636,R-HSA-191654,R-HSA-191656,R-HSA-203973,R-HSA-204008,R-HSA-2255343,R-HSA-421831,R-HSA-421833,R-HSA-421835,R-HSA-421836,R-HSA-432688,R-HSA-432706,R-HSA-432707,R-HSA-432712,R-HSA-5260201,R-HSA-5694409,R-HSA-5694415,R-HSA-5694418,R-HSA-5694423,R-HSA-5694425,R-HSA-5694439,R-HSA-5694441,R-HSA-5694446,R-HSA-6807875,R-HSA-6807877,R-HSA-6809003,R-HSA-6809006,R-HSA-6809011,R-HSA-6811417,R-HSA-6811418,R-HSA-6811422,R-HSA-6811423,R-HSA-6811425,R-HSA-6811426,R-HSA-8848484,R-HSA-8849350,R-HSA-8854182,R-HSA-8854329,R-HSA-8854588,R-HSA-8854612,R-HSA-8856808,R-HSA-8856813,R-HSA-8862280,R-HSA-8863463,R-HSA-8863471,R-HSA-8863718,R-HSA-8863721,R-HSA-8866269,R-HSA-8866275,R-HSA-8866279,R-HSA-8866283,R-HSA-8867754,R-HSA-8867756,R-HSA-8868071,R-HSA-8868072,R-HSA-8868230,R-HSA-8868236,R-HSA-8868648,R-HSA-8868651,R-HSA-8868658,R-HSA-8868659,R-HSA-8868660,R-HSA-8868661,R-HSA-8871194,R-HSA-8875320,R-HSA-8876188,R-HSA-8876190,R-HSA-8876191,R-HSA-8877311,R-HSA-8877475,R-HSA-917693
R-HSA-199992	"trans-Golgi Network Vesicle Budding"	2	72	0.027777777777777776	0.42644913828004927	No	0.13635390902087413	8	74	0.10810810810810811	O60749,P49407	R-HSA-421831,R-HSA-421833,R-HSA-421835,R-HSA-421836,R-HSA-432688,R-HSA-432706,R-HSA-432707,R-HSA-432712
R-HSA-445095	"Interaction between L1 and Ankyrins"	2	29	0.06896551724137931	0.11671247340808599	No	0.07276216961424607	4	30	0.13333333333333333	P16157,Q01082	R-HSA-373739,R-HSA-374675,R-HSA-392751,R-HSA-445076
R-HSA-1482798	"Acyl chain remodeling of CL"	1	6	0.16666666666666666	0.11398132424238161	No	0.07384007527006461	1	6	0.16666666666666666	P47712	R-HSA-1482759
R-HSA-194068	"Bile acid and bile salt metabolism"	1	43	0.023255813953488372	0.5805696237187887	No	0.1619941459440066	5	43	0.11627906976744186	P02768	R-HSA-194079,R-HSA-194083,R-HSA-194121,R-HSA-194130,R-HSA-194153
R-HSA-8878166	"Transcriptional regulation by RUNX2"	2	63	0.031746031746031744	0.36291891249396957	No	0.12488433709376781	6	79	0.0759493670886076	P12931,P49841	R-HSA-8937820,R-HSA-8937844,R-HSA-9008476,R-HSA-9008478,R-HSA-9008479,R-HSA-9008480
R-HSA-975634	"Retinoid metabolism and transport"	1	44	0.022727272727272728	0.5889774438913574	No	0.16342204681529285	9	44	0.20454545454545456	P04114	R-HSA-2187332,R-HSA-2395764,R-HSA-2395768,R-HSA-2395784,R-HSA-2404131,R-HSA-2404140,R-HSA-2423785,R-HSA-2424254,R-HSA-2429643
R-HSA-5621480	"Dectin-2 family"	3	29	0.10344827586206896	0.021444498122441313	Yes	0.02931403871783262	10	32	0.3125	P06241,P07948,P30273	R-HSA-5621347,R-HSA-5621352,R-HSA-5621353,R-HSA-5621354,R-HSA-5621355,R-HSA-5621356,R-HSA-5621363,R-HSA-5621366,R-HSA-5621370,R-HSA-5621371
R-HSA-8934593	"Regulation of RUNX1 Expression and Activity"	1	17	0.058823529411764705	0.29040871367209853	No	0.11123624251193491	2	18	0.1111111111111111	P12931	R-HSA-8937682,R-HSA-8937728
R-HSA-5621481	"C-type lectin receptors (CLRs)"	7	83	0.08433734939759036	0.001619874206913452	Yes	0.0048272251366020865	15	98	0.15306122448979592	O95644,P06241,P07948,P12931,P22694,P30273,Q14643	R-HSA-169680,R-HSA-169683,R-HSA-2730867,R-HSA-5607750,R-HSA-5621347,R-HSA-5621352,R-HSA-5621353,R-HSA-5621354,R-HSA-5621355,R-HSA-5621356,R-HSA-5621363,R-HSA-5621366,R-HSA-5621370,R-HSA-5621371,R-HSA-5624473
R-HSA-375276	"Peptide ligand-binding receptors"	2	189	0.010582010582010581	0.8957337961375315	No	0.2166628825072925	2	190	0.010526315789473684	P01042,P25116	R-HSA-374331,R-HSA-389463
R-HSA-1660499	"Synthesis of PIPs at the plasma membrane"	1	53	0.018867924528301886	0.6574855482313078	No	0.17308365138951387	2	54	0.037037037037037035	Q8NCE2	R-HSA-1675994,R-HSA-1676203
R-HSA-74752	"Signaling by Insulin receptor"	1	75	0.013333333333333334	0.7808118229879735	No	0.19853406420683967	10	91	0.10989010989010989	Q9Y4H2	R-HSA-109699,R-HSA-109817,R-HSA-109823,R-HSA-5686315,R-HSA-74707,R-HSA-74711,R-HSA-74712,R-HSA-74736,R-HSA-74737,R-HSA-74747
R-HSA-72695	"Formation of the ternary complex, and subsequently, the 43S complex"	2	52	0.038461538461538464	0.2821245497549981	No	0.10975602588379822	1	52	0.019230769230769232	O75821,P55884	R-HSA-72691
R-HSA-74751	"Insulin receptor signalling cascade"	1	51	0.0196078431372549	0.6433173488124718	No	0.17086325307140518	10	66	0.15151515151515152	Q9Y4H2	R-HSA-109699,R-HSA-109817,R-HSA-109823,R-HSA-5686315,R-HSA-74707,R-HSA-74711,R-HSA-74712,R-HSA-74736,R-HSA-74737,R-HSA-74747
R-HSA-177504	"Retrograde neurotrophin signalling"	1	14	0.07142857142857142	0.24609108202410468	No	0.10299879556626854	1	14	0.07142857142857142	Q9UQ16	R-HSA-177501
R-HSA-3134973	"LRR FLII-interacting protein 1 (LRRFIP1) activates type I IFN production"	1	5	0.2	0.09592485262182104	No	0.06806096686024446	3	6	0.5	Q32MZ4	R-HSA-3134896,R-HSA-3134901,R-HSA-3134904
R-HSA-606279	"Deposition of new CENPA-containing nucleosomes at the centromere"	1	27	0.037037037037037035	0.4202368656485247	No	0.13641676030856248	1	27	0.037037037037037035	P06748	R-HSA-606326
R-HSA-8878159	"Transcriptional regulation by RUNX3"	1	42	0.023809523809523808	0.571990662096593	No	0.16020039220374505	3	46	0.06521739130434782	P12931	R-HSA-8937792,R-HSA-8937807,R-HSA-8937814
R-HSA-975871	"MyD88 cascade initiated on plasma membrane"	3	85	0.03529411764705882	0.24613600813702496	No	0.10187295892337977	8	129	0.06201550387596899	Q02750,Q14738,Q8NFZ5	R-HSA-199959,R-HSA-451634,R-HSA-451649,R-HSA-5684248,R-HSA-5684250,R-HSA-5684261,R-HSA-5684267,R-HSA-5684275
R-HSA-556833	"Metabolism of lipids"	9	651	0.013824884792626729	0.913053952464292	No	0.2180208957006082	34	679	0.050073637702503684	A0FGR8,O95674,O95772,P02768,P22694,P47712,Q8NCE2,Q9BZ72,Q9Y2I7	R-HSA-111883,R-HSA-1482604,R-HSA-1482612,R-HSA-1482656,R-HSA-1482685,R-HSA-1482759,R-HSA-1482771,R-HSA-1482825,R-HSA-1482828,R-HSA-1482856,R-HSA-1482862,R-HSA-1482884,R-HSA-1482897,R-HSA-1482900,R-HSA-1483165,R-HSA-163416,R-HSA-163418,R-HSA-1675866,R-HSA-1675910,R-HSA-1675921,R-HSA-1675994,R-HSA-1676005,R-HSA-1676020,R-HSA-1676168,R-HSA-1676174,R-HSA-1676203,R-HSA-194079,R-HSA-194083,R-HSA-194121,R-HSA-194130,R-HSA-194153,R-HSA-196126,R-HSA-8857662,R-HSA-8869241
R-HSA-2142845	"Hyaluronan metabolism"	1	12	0.08333333333333333	0.2150264772557149	No	0.09827897273344025	1	12	0.08333333333333333	P19634	R-HSA-2160884
R-HSA-447038	"NrCAM interactions"	1	7	0.14285714285714285	0.13167887384714883	No	0.07724469371348494	1	7	0.14285714285714285	P16157	R-HSA-447030
R-HSA-1632852	"Macroautophagy"	1	57	0.017543859649122806	0.6841634512179549	No	0.17884272672188645	1	69	0.014492753623188406	Q8NCE2	R-HSA-5679206
R-HSA-3108232	"SUMO E3 ligases SUMOylate target proteins"	1	107	0.009345794392523364	0.8856890108709669	No	0.21528166822149114	1	161	0.006211180124223602	P61978	R-HSA-4570499
R-HSA-9006921	"Integrin signaling"	5	27	0.18518518518518517	2.44408930715756E-4	Yes	0.001040483733618504	19	35	0.5428571428571428	P02671,P02751,P12931,Q7LDG7,Q9Y490	R-HSA-354066,R-HSA-354073,R-HSA-354077,R-HSA-354087,R-HSA-354097,R-HSA-354124,R-HSA-354149,R-HSA-354165,R-HSA-354173,R-HSA-372693,R-HSA-372697,R-HSA-372705,R-HSA-377640,R-HSA-377641,R-HSA-377643,R-HSA-377644,R-HSA-429415,R-HSA-429441,R-HSA-432096
R-HSA-429947	"Deadenylation of mRNA"	3	25	0.12	0.014559857797654896	Yes	0.022835987493163994	4	25	0.16	Q04637,Q58A45,Q5VYS8	R-HSA-429955,R-HSA-429992,R-HSA-430021,R-HSA-8941312
R-HSA-9006927	"Signaling by Non-Receptor Tyrosine Kinases"	3	54	0.05555555555555555	0.09686533141341191	No	0.06712992735162035	10	83	0.12048192771084337	Q96P48,Q99704,Q9NRY4	R-HSA-8848774,R-HSA-8848776,R-HSA-8848864,R-HSA-8848873,R-HSA-8849055,R-HSA-8849068,R-HSA-8849082,R-HSA-8849085,R-HSA-8849094,R-HSA-8981353
R-HSA-9006925	"Intracellular signaling by second messengers"	9	242	0.0371900826446281	0.058268463718223695	No	0.052939031061069085	11	308	0.03571428571428571	P06241,P12931,P22694,P46934,P49840,P49841,Q14643,Q14738,Q9Y4H2	R-HSA-111919,R-HSA-111924,R-HSA-111925,R-HSA-169680,R-HSA-169683,R-HSA-198371,R-HSA-2316434,R-HSA-6807106,R-HSA-6807134,R-HSA-8857925,R-HSA-8951727
R-HSA-71336	"Pentose phosphate pathway (hexose monophosphate shunt)"	1	15	0.06666666666666667	0.2611614728437861	No	0.10460499853151647	1	15	0.06666666666666667	P11413	R-HSA-70377
R-HSA-450531	"Regulation of mRNA stability by proteins that bind AU-rich elements"	1	37	0.02702702702702703	0.5264049357759679	No	0.15349185015776753	1	45	0.022222222222222223	Q04637	R-HSA-450551
R-HSA-6804757	"Regulation of TP53 Degradation"	1	36	0.027777777777777776	0.5167238377043047	No	0.15185769589337555	1	48	0.020833333333333332	Q8WZ73	R-HSA-6804441
R-HSA-75815	"Ubiquitin-dependent degradation of Cyclin D"	1	7	0.14285714285714285	0.13167887384714883	No	0.07634300468181002	1	8	0.125	P49841	R-HSA-75820
R-HSA-597592	"Post-translational protein modification"	27	1345	0.020074349442379184	0.5408421489996322	No	0.15617341124214185	39	1874	0.0208110992529349	O75396,O94888,P01042,P02671,P02751,P02765,P02768,P04114,P07996,P16157,P19823,P27824,P48553,P49407,P54578,P54727,P61006,P61978,Q01082,Q13619,Q15084,Q5TAQ9,Q8NFZ5,Q92685,Q96JH7,Q9NQC7,Q9UJW0	R-HSA-203973,R-HSA-204008,R-HSA-446188,R-HSA-4570499,R-HSA-5173005,R-HSA-5173192,R-HSA-535717,R-HSA-548890,R-HSA-5688786,R-HSA-5689539,R-HSA-5690845,R-HSA-5694409,R-HSA-5694415,R-HSA-5694418,R-HSA-5694423,R-HSA-5694425,R-HSA-5694439,R-HSA-5694441,R-HSA-5694446,R-HSA-5696627,R-HSA-5696945,R-HSA-6807875,R-HSA-6807877,R-HSA-6809003,R-HSA-6809006,R-HSA-6809011,R-HSA-8850594,R-HSA-8870466,R-HSA-8870469,R-HSA-8940100,R-HSA-8952289,R-HSA-8952638,R-HSA-8952639,R-HSA-8955245,R-HSA-8955285,R-HSA-8956045,R-HSA-8956099,R-HSA-8956106,R-HSA-901047
R-HSA-437239	"Recycling pathway of L1"	2	28	0.07142857142857142	0.11019084664034551	No	0.07329658995272982	2	31	0.06451612903225806	P12931,Q9UQ16	R-HSA-445084,R-HSA-555065
R-HSA-2467813	"Separation of Sister Chromatids"	5	126	0.03968253968253968	0.11307748076208701	No	0.07422266358392496	2	131	0.015267175572519083	O00139,Q14008,Q14738,Q7L7X3,Q9NXR1	R-HSA-2467809,R-HSA-2467811
R-HSA-8876198	"RAB GEFs exchange GTP for GDP on RABs"	6	90	0.06666666666666667	0.0103946295457511	Yes	0.017599997753601295	6	93	0.06451612903225806	P48553,P61006,Q14C86,Q5VZ89,Q68D51,Q96Q42	R-HSA-8875320,R-HSA-8876188,R-HSA-8876190,R-HSA-8876191,R-HSA-8877311,R-HSA-8877475
R-HSA-72662	"Activation of the mRNA upon binding of the cap-binding complex and eIFs, and subsequent binding to 43S"	3	60	0.05	0.12214210276198811	No	0.0748937173314248	4	60	0.06666666666666667	O75821,P55884,Q04637	R-HSA-156808,R-HSA-157849,R-HSA-72631,R-HSA-72635
R-HSA-110056	"MAPK3 (ERK1) activation"	1	10	0.1	0.1826883004449068	No	0.0895413051522734	3	15	0.2	Q02750	R-HSA-109857,R-HSA-109860,R-HSA-112342
R-HSA-141444	"Amplification  of signal from unattached  kinetochores via a MAD2  inhibitory signal"	5	94	0.05319148936170213	0.04292577915522122	Yes	0.04568529352948544	4	94	0.0425531914893617	O00139,Q14008,Q14738,Q7L7X3,Q9NXR1	R-HSA-141409,R-HSA-141422,R-HSA-141431,R-HSA-141439
R-HSA-162582	"Signal Transduction"	76	2550	0.02980392156862745	9.822837824546848E-5	Yes	5.420751243916595E-4	310	3199	0.09690528290090654	O00139,O14974,O43182,O43516,O43561,O95644,P01042,P02671,P02751,P04114,P06241,P07900,P07948,P07996,P12931,P16333,P18206,P21333,P21731,P22694,P25116,P27448,P35579,P42566,P46934,P47712,P49407,P49840,P49841,P52333,P53667,Q00722,Q01082,Q01970,Q02750,Q04637,Q05209,Q07960,Q12913,Q13459,Q13576,Q14008,Q14247,Q14289,Q14432,Q14643,Q14738,Q15052,Q15311,Q15746,Q16512,Q5T5U3,Q7L7X3,Q7LDG7,Q8IVT5,Q8N392,Q92619,Q92974,Q96A00,Q96P48,Q96PE2,Q99704,Q99961,Q9HD26,Q9NQC3,Q9NQC7,Q9NRY4,Q9NS28,Q9NXR1,Q9UBC2,Q9UDY2,Q9UQ16,Q9Y490,Q9Y4G8,Q9Y4H2,Q9Y4H4	R-HSA-109699,R-HSA-109817,R-HSA-109823,R-HSA-109857,R-HSA-109860,R-HSA-111870,R-HSA-111879,R-HSA-111881,R-HSA-111883,R-HSA-111898,R-HSA-111919,R-HSA-111924,R-HSA-111925,R-HSA-112037,R-HSA-112342,R-HSA-114688,R-HSA-1295609,R-HSA-139854,R-HSA-139941,R-HSA-140978,R-HSA-1433418,R-HSA-1433428,R-HSA-1433451,R-HSA-1433456,R-HSA-1433488,R-HSA-1433506,R-HSA-1433514,R-HSA-1433542,R-HSA-1470010,R-HSA-1470012,R-HSA-1472121,R-HSA-1497784,R-HSA-1504186,R-HSA-1562641,R-HSA-165766,R-HSA-169680,R-HSA-169683,R-HSA-170991,R-HSA-177275,R-HSA-177284,R-HSA-177501,R-HSA-177923,R-HSA-177937,R-HSA-182986,R-HSA-182990,R-HSA-182994,R-HSA-183002,R-HSA-183072,R-HSA-186819,R-HSA-1918092,R-HSA-1918095,R-HSA-193655,R-HSA-193696,R-HSA-194913,R-HSA-194922,R-HSA-195251,R-HSA-195275,R-HSA-195280,R-HSA-195283,R-HSA-195287,R-HSA-195300,R-HSA-195304,R-HSA-195318,R-HSA-1963578,R-HSA-1963586,R-HSA-1963589,R-HSA-1973956,R-HSA-1977296,R-HSA-1980123,R-HSA-198211,R-HSA-198266,R-HSA-198284,R-HSA-198295,R-HSA-198315,R-HSA-198371,R-HSA-199959,R-HSA-201677,R-HSA-201685,R-HSA-201691,R-HSA-201790,R-HSA-202111,R-HSA-202127,R-HSA-202129,R-HSA-202137,R-HSA-202144,R-HSA-2029460,R-HSA-2029466,R-HSA-205039,R-HSA-205205,R-HSA-205234,R-HSA-205238,R-HSA-205244,R-HSA-205319,R-HSA-2064406,R-HSA-2064418,R-HSA-2064421,R-HSA-2130279,R-HSA-2130286,R-HSA-2187332,R-HSA-2197690,R-HSA-2197691,R-HSA-2197698,R-HSA-2316434,R-HSA-2395764,R-HSA-2395768,R-HSA-2395784,R-HSA-2404131,R-HSA-2404140,R-HSA-2423785,R-HSA-2424254,R-HSA-2428922,R-HSA-2428926,R-HSA-2429643,R-HSA-2671862,R-HSA-2671873,R-HSA-354066,R-HSA-354073,R-HSA-354077,R-HSA-354087,R-HSA-354097,R-HSA-354124,R-HSA-354149,R-HSA-354165,R-HSA-354173,R-HSA-372693,R-HSA-372697,R-HSA-372705,R-HSA-374331,R-HSA-377640,R-HSA-377641,R-HSA-377643,R-HSA-377644,R-HSA-379048,R-HSA-380073,R-HSA-380780,R-HSA-382054,R-HSA-382058,R-HSA-389463,R-HSA-391939,R-HSA-392212,R-HSA-392831,R-HSA-3928608,R-HSA-3928647,R-HSA-398040,R-HSA-398188,R-HSA-398193,R-HSA-418553,R-HSA-418582,R-HSA-419083,R-HSA-419087,R-HSA-419166,R-HSA-419197,R-HSA-419232,R-HSA-429415,R-HSA-429441,R-HSA-432096,R-HSA-4420052,R-HSA-4420121,R-HSA-4420128,R-HSA-4420140,R-HSA-4420206,R-HSA-442592,R-HSA-442832,R-HSA-445797,R-HSA-4551451,R-HSA-5218640,R-HSA-5218643,R-HSA-5218645,R-HSA-5218806,R-HSA-5218809,R-HSA-5218811,R-HSA-5218812,R-HSA-5218814,R-HSA-5218815,R-HSA-5218819,R-HSA-5218820,R-HSA-5218822,R-HSA-5218824,R-HSA-5218826,R-HSA-5218828,R-HSA-5218830,R-HSA-5218832,R-HSA-5218836,R-HSA-5218838,R-HSA-5218839,R-HSA-5218847,R-HSA-5218851,R-HSA-5218854,R-HSA-5218855,R-HSA-5229343,R-HSA-5323526,R-HSA-5357429,R-HSA-5357432,R-HSA-5357479,R-HSA-5357776,R-HSA-5357831,R-HSA-5357860,R-HSA-5357928,R-HSA-5610717,R-HSA-5610720,R-HSA-5610730,R-HSA-5610732,R-HSA-5610741,R-HSA-5610749,R-HSA-5623622,R-HSA-5623632,R-HSA-5623667,R-HSA-5625717,R-HSA-5625738,R-HSA-5625745,R-HSA-5625774,R-HSA-5625784,R-HSA-5625796,R-HSA-5625797,R-HSA-5625848,R-HSA-5625849,R-HSA-5625870,R-HSA-5626469,R-HSA-5626507,R-HSA-5626549,R-HSA-5627071,R-HSA-5627072,R-HSA-5627275,R-HSA-5632667,R-HSA-5666104,R-HSA-5666129,R-HSA-5666160,R-HSA-5666169,R-HSA-5668932,R-HSA-5668947,R-HSA-5668978,R-HSA-5668984,R-HSA-5669240,R-HSA-5669250,R-HSA-5671737,R-HSA-5671749,R-HSA-5671763,R-HSA-5671772,R-HSA-5671919,R-HSA-5672304,R-HSA-5672948,R-HSA-5672950,R-HSA-5672954,R-HSA-5672957,R-HSA-5672958,R-HSA-5672961,R-HSA-5672965,R-HSA-5672966,R-HSA-5672969,R-HSA-5672972,R-HSA-5672973,R-HSA-5672978,R-HSA-5672980,R-HSA-5674019,R-HSA-5674132,R-HSA-5674366,R-HSA-5674373,R-HSA-5674496,R-HSA-5675417,R-HSA-5675431,R-HSA-5675433,R-HSA-5686315,R-HSA-5687088,R-HSA-6807008,R-HSA-6807106,R-HSA-6807134,R-HSA-74707,R-HSA-74711,R-HSA-74712,R-HSA-74736,R-HSA-74737,R-HSA-74747,R-HSA-749448,R-HSA-749452,R-HSA-749454,R-HSA-749456,R-HSA-751019,R-HSA-751027,R-HSA-751029,R-HSA-8848774,R-HSA-8848776,R-HSA-8848864,R-HSA-8848873,R-HSA-8849055,R-HSA-8849068,R-HSA-8849082,R-HSA-8849085,R-HSA-8849094,R-HSA-8852167,R-HSA-8857925,R-HSA-8863804,R-HSA-8864029,R-HSA-8864036,R-HSA-8867041,R-HSA-8867044,R-HSA-8867047,R-HSA-8874080,R-HSA-8874082,R-HSA-8874083,R-HSA-8875482,R-HSA-8875490,R-HSA-8934465,R-HSA-8939203,R-HSA-8939204,R-HSA-8951490,R-HSA-8951727,R-HSA-8981353,R-HSA-9012761,R-HSA-9032502,R-HSA-9037040
R-HSA-8957322	"Metabolism of steroids"	2	123	0.016260162601626018	0.7104512876396427	No	0.1837799337817826	6	127	0.047244094488188976	O95772,P02768	R-HSA-194079,R-HSA-194083,R-HSA-194121,R-HSA-194130,R-HSA-194153,R-HSA-196126
R-HSA-2428928	"IRS-related events triggered by IGF1R"	1	49	0.02040816326530612	0.628566025523708	No	0.16875015820366213	6	63	0.09523809523809523	Q9Y4H2	R-HSA-109699,R-HSA-109817,R-HSA-2428922,R-HSA-2428926,R-HSA-74736,R-HSA-74737
R-HSA-1445148	"Translocation of GLUT4 to the plasma membrane"	3	32	0.09375	0.02758861148805203	Yes	0.035437095790687524	5	37	0.13513513513513514	P61006,Q86X10,Q86YS7	R-HSA-1445143,R-HSA-1458463,R-HSA-1458485,R-HSA-2255343,R-HSA-5260201
R-HSA-1980143	"Signaling by NOTCH1"	1	68	0.014705882352941176	0.747334599078394	No	0.19165723797363285	1	72	0.013888888888888888	P49407	R-HSA-1980123
R-HSA-2428924	"IGF1R signaling cascade"	1	50	0.02	0.6360160477089509	No	0.1698322421301679	6	69	0.08695652173913043	Q9Y4H2	R-HSA-109699,R-HSA-109817,R-HSA-2428922,R-HSA-2428926,R-HSA-74736,R-HSA-74737
R-HSA-186797	"Signaling by PDGF"	4	53	0.07547169811320754	0.023142184696890444	Yes	0.03134714108942433	5	114	0.043859649122807015	P07996,P12931,P16333,Q05209	R-HSA-186819,R-HSA-380780,R-HSA-382054,R-HSA-382058,R-HSA-8864036
R-HSA-162587	"HIV Life Cycle"	1	151	0.006622516556291391	0.9534544864147799	No	0.225499553136194	1	157	0.006369426751592357	O75351	R-HSA-3159232
R-HSA-162588	"Budding and maturation of HIV virion"	1	28	0.03571428571428571	0.4318407064926937	No	0.13778215260687657	1	28	0.03571428571428571	O75351	R-HSA-3159232
R-HSA-2586552	"Signaling by Leptin"	1	11	0.09090909090909091	0.19901978376368867	No	0.09295908395231853	2	21	0.09523809523809523	Q9Y4H2	R-HSA-2671862,R-HSA-2671873
R-HSA-73887	"Death Receptor Signalling"	5	139	0.03597122302158273	0.15147339169310758	No	0.08147846701181599	9	149	0.06040268456375839	Q15052,Q92974,Q96PE2,Q9NQC3,Q9NQC7	R-HSA-140978,R-HSA-193655,R-HSA-193696,R-HSA-205039,R-HSA-5357776,R-HSA-5357831,R-HSA-5357860,R-HSA-5357928,R-HSA-9012761
R-HSA-73886	"Chromosome Maintenance"	1	88	0.011363636363636364	0.8317071640939244	No	0.20897869721752907	1	88	0.011363636363636364	P06748	R-HSA-606326
R-HSA-1236382	"Constitutive Signaling by Ligand-Responsive EGFR Cancer Variants"	1	15	0.06666666666666667	0.2611614728437861	No	0.10631983457301675	22	31	0.7096774193548387	P07900	R-HSA-1169421,R-HSA-1218824,R-HSA-1218833,R-HSA-1220610,R-HSA-1220611,R-HSA-1220612,R-HSA-1220613,R-HSA-1220614,R-HSA-1225947,R-HSA-1225949,R-HSA-1225950,R-HSA-1225951,R-HSA-1225952,R-HSA-1225957,R-HSA-1225960,R-HSA-1225961,R-HSA-1226012,R-HSA-1226014,R-HSA-1226016,R-HSA-1247841,R-HSA-1247842,R-HSA-1247844
R-HSA-195253	"Degradation of beta-catenin by the destruction complex"	2	37	0.05405405405405406	0.1717989530902847	No	0.08736533791963283	11	44	0.25	P49841,Q14738	R-HSA-195251,R-HSA-195275,R-HSA-195280,R-HSA-195283,R-HSA-195287,R-HSA-195300,R-HSA-195304,R-HSA-195318,R-HSA-2130279,R-HSA-2130286,R-HSA-5229343
R-HSA-199977	"ER to Golgi Anterograde Transport"	5	136	0.03676470588235294	0.14216503031773242	No	0.08023708150508382	15	152	0.09868421052631579	O75396,P16157,P48553,Q01082,Q9UJW0	R-HSA-203973,R-HSA-204008,R-HSA-5694409,R-HSA-5694415,R-HSA-5694418,R-HSA-5694423,R-HSA-5694425,R-HSA-5694439,R-HSA-5694441,R-HSA-5694446,R-HSA-6807875,R-HSA-6807877,R-HSA-6809003,R-HSA-6809006,R-HSA-6809011
R-HSA-264870	"Caspase-mediated cleavage of cytoskeletal proteins"	3	12	0.25	0.0019477950693014279	Yes	0.005374471580109496	3	12	0.25	P35611,Q15149,Q9UJU6	R-HSA-201608,R-HSA-201637,R-HSA-202966
R-HSA-195258	"RHO GTPase Effectors"	18	262	0.06870229007633588	7.606704339524484E-6	Yes	5.397137840900705E-5	48	310	0.15483870967741936	O00139,O14974,O43516,P12931,P16333,P21333,P35579,P53667,Q13576,Q14008,Q14247,Q14738,Q15746,Q16512,Q7L7X3,Q96A00,Q9HD26,Q9NXR1	R-HSA-2029460,R-HSA-2029466,R-HSA-2197690,R-HSA-2197691,R-HSA-2197698,R-HSA-3928608,R-HSA-419083,R-HSA-419087,R-HSA-419197,R-HSA-419232,R-HSA-442592,R-HSA-442832,R-HSA-445797,R-HSA-5623622,R-HSA-5623632,R-HSA-5623667,R-HSA-5625717,R-HSA-5625738,R-HSA-5625745,R-HSA-5625774,R-HSA-5625784,R-HSA-5625796,R-HSA-5625797,R-HSA-5625848,R-HSA-5625849,R-HSA-5625870,R-HSA-5626469,R-HSA-5626507,R-HSA-5626549,R-HSA-5627071,R-HSA-5627072,R-HSA-5627275,R-HSA-5666104,R-HSA-5666129,R-HSA-5666160,R-HSA-5666169,R-HSA-5668932,R-HSA-5668947,R-HSA-5668978,R-HSA-5668984,R-HSA-5669240,R-HSA-5669250,R-HSA-5671737,R-HSA-5671749,R-HSA-5671763,R-HSA-5671772,R-HSA-5671919,R-HSA-5672304
R-HSA-196108	"Pregnenolone biosynthesis"	1	12	0.08333333333333333	0.2150264772557149	No	0.0976797107045778	1	12	0.08333333333333333	O95772	R-HSA-196126
R-HSA-1855204	"Synthesis of IP3 and IP4 in the cytosol"	3	26	0.11538461538461539	0.016141485543870848	Yes	0.02454164638813017	2	26	0.07692307692307693	P27987,Q00722,Q01970	R-HSA-1855153,R-HSA-1855177
R-HSA-6798695	"Neutrophil degranulation"	19	480	0.03958333333333333	0.004173280353899522	Yes	0.009715918323922325	10	483	0.020703933747412008	O00264,P02765,P06737,P07900,P18206,P27105,P30273,Q12912,Q12913,Q13576,Q5T4S7,Q6ZNJ1,Q70J99,Q7L591,Q8TD55,Q92619,Q9H3Z4,Q9UBW5,Q9UJU6	R-HSA-6798739,R-HSA-6798743,R-HSA-6798745,R-HSA-6798747,R-HSA-6798748,R-HSA-6798749,R-HSA-6798751,R-HSA-6799350,R-HSA-6800426,R-HSA-6800434
R-HSA-5621575	"CD209 (DC-SIGN) signaling"	1	19	0.05263157894736842	0.31850356185335726	No	0.11717785362012403	1	22	0.045454545454545456	P22694	R-HSA-5624473
